pdb_id,cutoff,from_pdb_id
4B3S,2000-09-25,1FJG
4B3T,2000-09-25,1FJG
4B5R,2013-01-30,4B5R
4B8T,2012-11-07,4B8T
4BA2,2004-12-14,1XMQ
4BBL,2012-12-05,4BBL
4BBS,2012-11-14,4BBS
4BHH,2006-08-22,2GIC
4BKK,2013-10-30,4BKK
4BOC,2013-09-25,4BOC
4BPB,2011-10-26,2YKG
4BS2,2013-11-13,4BS2
4BTS,2013-07-17,4BTS
4BW0,2013-11-06,4BW0
4BWM,2013-09-18,4BWM
4BXX,1999-11-11,1QCU
4BY1,2007-02-20,2JA5
4BY7,2007-02-20,2JA5
4BY9,2013-10-09,4BY9
4C40,2013-11-06,4C40
4C4Q,2013-10-30,4C4Q
4C4W,2014-02-12,4C4W
4C7O,2013-11-20,4C7O
4C8Y,2013-11-06,4C8Y
4C8Z,2013-11-06,4C8Z
4C9D,2013-11-06,4C9D
4CE4,1999-08-31,1QD7
4CIO,2014-09-03,4CIO
4CQN,2014-07-02,4CQN
4CS1,2013-11-06,4C40
4CSF,2014-04-09,4CSF
4CSU,2000-04-10,1C2X
4CXG,2014-07-16,4CXG
4CXH,2014-07-16,4CXG
4D25,2014-06-18,4D25
4D26,2014-06-18,4D25
4D5L,2014-07-16,4UJE
4D5N,2015-02-04,4D5N
4D5Y,2014-07-09,4V6X
4D61,2014-07-16,4UJE
4D67,2014-07-09,4V6X
4DB2,2012-08-29,4DB2
4DR1,2012-11-14,4DR1
4DR2,2012-11-14,4DR1
4DR3,2012-11-14,4DR1
4DR4,1999-10-04,486D
4DR5,1999-10-04,486D
4DR6,1999-10-04,486D
4DR7,1999-10-04,486D
4DS6,2012-04-18,4DS6
4DUY,2013-02-27,4DUY
4DUZ,2013-02-27,4DUY
4DV0,2013-02-27,4DV0
4DV1,2013-02-27,4DV0
4DV2,2013-02-27,4DV2
4DV3,2013-02-27,4DV2
4DV4,2013-02-27,4DV4
4DV5,2013-02-27,4DV4
4DV6,2013-02-27,4DV6
4DV7,2013-02-27,4DV6
4DW7,2012-05-23,4DW7
4DWA,2012-05-23,4DWA
4DZS,2012-04-25,4DZS
4E48,2005-10-25,1ZEV
4E58,2012-12-12,4E58
4E59,2012-12-12,4E58
4E5C,2012-07-11,4E5C
4E6B,2012-07-11,4E6B
4E78,2012-04-18,4E78
4E8K,2012-11-14,4E8K
4E8M,2012-11-14,4E8K
4E8N,2012-11-14,4E8K
4E8P,2012-11-14,4E8K
4E8Q,2012-11-14,4E8K
4E8R,2012-11-14,4E8K
4E8T,2012-11-14,4E8K
4E8V,2012-11-14,4E8K
4ED5,2012-05-23,4ED5
4EJT,2011-11-16,3J0L
4EN5,2012-05-09,3VRS
4ENA,2012-05-09,3VRS
4ENB,2012-05-09,3VRS
4ENC,2012-05-09,3VRS
4ERD,2012-06-20,4ERD
4ERJ,2008-07-01,3D0U
4ERL,2008-07-01,3D0U
4EYA,2011-06-22,3R2C
4F02,1998-04-29,1A34
4F1N,2012-06-13,4F1N
4F3T,2012-05-30,4F3T
4F8U,2002-05-18,1J7T
4F8V,2002-05-18,1J7T
4FAQ,2012-11-14,4FAQ
4FAR,2008-04-15,3BWP
4FAU,2012-11-14,4FAU
4FAW,2012-11-14,4E8K
4FAX,2012-11-14,4E8K
4FB0,2012-11-14,4FB0
4FE5,2009-06-23,3FO6
4FEJ,2013-02-27,4FEJ
4FEL,2013-02-27,4FEL
4FEN,2013-02-27,4FEN
4FEO,2013-02-27,4FEO
4FEP,2013-02-27,4FEP
4FNJ,2012-10-17,4FNJ
4FRG,2012-10-17,4FRG
4FRN,2012-10-17,4FRN
4FSJ,2012-08-01,4FSJ
4FTB,2012-08-01,4FSJ
4FTE,2012-08-01,4FSJ
4FTS,2012-08-01,4FSJ
4FVU,2012-09-19,4FVU
4FWT,2012-08-08,3VNU
4FXD,2013-02-27,4FXD
4G0A,2012-08-22,4G0A
4G6P,2005-11-01,2D2K
4G6R,2005-11-01,2D2K
4G6S,2005-11-01,2D2K
4G7O,2012-01-04,3UD3
4G9Z,2013-04-03,4G9Z
4GCW,2006-03-21,2FK6
4GG4,2012-10-03,4GG4
4GHA,2012-08-22,4GHA
4GHL,2012-11-28,4GHL
4GKJ,2010-08-18,2KRY
4GKK,2010-08-18,2KRY
4GL2,2013-01-09,4GL2
4GMA,2012-10-17,4GMA
4GPW,2013-04-03,4GPW
4GPX,2013-04-03,4GPW
4GPY,2013-04-03,4GPY
4GV3,2013-04-03,4G9Z
4GV6,2013-04-03,4G9Z
4GV9,2013-04-03,4G9Z
4GXY,2012-10-17,4GXY
4GZY,2013-02-13,4GZY
4GZZ,2013-02-13,4GZZ
4H5O,2012-11-07,4H5O
4H5P,2006-08-30,2J0Q
4H8K,2007-11-13,2QKK
4HKQ,2013-02-20,4HKQ
4HOR,2013-01-23,4HOR
4HOS,2013-01-23,4HOS
4HOT,2013-01-23,4HOT
4HT8,2012-09-12,3QSU
4HT9,2011-10-19,3RER
4I67,2013-04-24,4I67
4IFD,2013-02-06,4IFD
4IG8,2013-01-16,4IG8
4II9,2013-07-03,4II9
4IJS,1998-04-29,1A34
4ILL,2013-03-20,4ILL
4ILM,2013-03-20,4ILM
4IO9,2001-10-26,1JZX
4IOA,2001-10-26,1JZX
4IOC,2001-10-26,1JZX
4IQS,2013-12-25,4IQS
4IQX,2004-08-31,1WNE
4J1G,2006-08-22,2GIC
4J39,2014-02-05,4J39
4J50,2013-02-20,4J50
4J5V,2014-02-12,4J5V
4J7L,2013-03-27,4J7L
4J7M,2013-03-27,4J7L
4JAB,2014-01-29,4JAB
4JAH,2014-01-29,4JAH
4JF2,2013-04-17,4JF2
4JGN,2014-03-05,4JGN
4JI0,2012-11-14,4DR1
4JI1,2012-11-14,4DR1
4JI2,2012-11-14,4DR1
4JI3,2012-11-14,4DR1
4JI4,2013-11-06,4JI4
4JI5,2012-11-14,4DR1
4JI6,2012-11-14,4DR1
4JI7,2012-11-14,4DR1
4JI8,2012-11-14,4DR1
4JIY,1998-08-10,377D
4JK0,2014-03-05,4JGN
4JNG,2006-08-22,2GIC
4JNX,2005-10-25,1ZEV
4JRC,2013-04-24,4JRC
4JRD,1998-04-29,1A34
4JRT,2013-06-05,4JRT
4JV5,2013-06-05,4KHP
4JVH,2013-05-08,4JVH
4JVY,2013-05-08,4JVY
4JXX,1992-02-24,1GSG
4JXZ,2013-05-01,4JXZ
4JYA,2013-06-05,4KHP
4JYZ,2013-05-29,4JYZ
4JZU,2013-05-08,4JZU
4JZV,2013-05-08,4JZU
4K0K,2013-06-05,4KHP
4K27,2013-11-27,4K27
4K31,2013-07-31,4K31
4K32,2013-07-31,4K31
4K4S,2010-12-22,3OL6
4K4T,2010-12-22,3OL6
4K4U,2013-05-22,4K4U
4K4V,2013-05-22,4K4U
4K4W,2013-05-22,4K4W
4K4X,2010-12-22,3OL6
4K4Y,2010-12-22,3OL6
4K4Z,2010-12-22,3OL6
4K50,2010-12-22,3OL6
4KHP,2001-01-24,1HR0
4KJI,2013-09-04,4KJI
4KNQ,2014-05-14,4KNQ
4KQ0,2014-05-14,4KQ0
4KQY,2013-08-07,4KQY
4KR2,2014-05-21,4KR2
4KR3,2014-05-21,4KR2
4KR6,2014-04-23,4KR6
4KR7,2014-04-23,4KR6
4KR9,2014-04-23,4KR6
4KRE,2013-06-19,4KRE
4KRF,2013-06-19,4KRF
4KTG,2014-05-21,4KTG
4KVB,2014-06-04,4KVB
4KXT,2013-07-31,4KXT
4KYY,2013-06-12,4KYY
4KZ2,2013-10-16,4KZ2
4KZD,2014-06-18,4KZD
4KZE,2014-06-18,4KZD
4KZX,2013-07-24,4KZX
4KZY,2013-07-24,4KZX
4KZZ,2013-07-24,4KZX
4L47,2000-09-25,1FJG
4L71,2000-09-25,1FJG
4L81,2014-05-28,4L81
4L8H,2006-03-22,2BS1
4L8R,2013-07-10,4L8R
4LCK,2013-07-31,4LCK
4LEL,2000-09-25,1FJG
4LF4,2012-11-14,4DR1
4LF5,2012-11-14,4DR1
4LF6,2012-11-14,4DR1
4LF7,2012-11-14,4DR1
4LF8,2012-11-14,4DR1
4LF9,2012-11-14,4DR1
4LFA,2012-11-14,4DR1
4LFB,2012-11-14,4DR1
4LFC,2012-11-14,4DR1
4LFZ,2000-09-25,1FJG
4LG2,2012-08-22,4GHA
4LGT,2009-04-28,3DH3
4LJ0,2013-10-09,4LJ0
4LMZ,2014-07-16,4LMZ
4LNT,2000-09-25,1FJG
4LQ3,2011-10-12,3U2E
4LSK,2000-09-25,1FJG
4LT8,2000-09-25,1FJG
4LVV,2014-03-19,4LVV
4LVW,2014-03-19,4LVV
4LVX,2014-03-19,4LVV
4LVY,2014-03-19,4LVV
4LVZ,2014-03-19,4LVV
4LW0,2014-03-19,4LVV
4LX5,2014-07-16,4LX5
4LX6,2014-07-16,4LX6
4M2Z,2007-11-20,2NUF
4M30,2006-02-07,2EZ6
4M4O,2013-12-18,4M4O
4M59,2013-10-30,4M59
4M6D,2013-12-11,4M6D
4M7A,2013-11-13,4M7A
4M7D,2013-11-13,4M7D
4MCE,2014-09-24,4MCE
4MCF,2014-09-24,4MCE
4MDX,2013-10-23,4MDX
4MEG,2006-09-26,2H0S
4MEH,2006-09-26,2H0S
4MGM,2013-10-23,4MGM
4MGN,2013-10-23,4MGM
4MS9,2014-02-12,4MS9
4MSB,2014-02-12,4MS9
4MSR,2014-02-12,4MS9
4N0T,2014-05-14,4N0T
4N2Q,2013-10-30,4N2Q
4N2S,2013-10-30,4N2S
4N48,2014-01-22,4N48
4NFO,2005-10-18,1YZD
4NFP,2005-10-18,1YZD
4NFQ,2005-10-18,1YZD
4NGB,2014-03-05,4NGB
4NGC,2014-03-05,4NGC
4NGD,2014-03-05,4NGB
4NGF,2014-03-05,4NGF
4NGG,2014-03-05,4NGB
4NH3,2014-03-05,4NGB
4NH5,2014-03-05,4NH5
4NH6,2014-03-05,4NH5
4NHA,2014-03-05,4NHA
4NIA,1998-04-29,1A34
4NKU,1995-05-22,1CWP
4NL3,2002-11-29,1N32
4NLF,2014-11-19,4NLF
4NMG,2014-11-19,4NMG
4NXH,2012-04-11,3S7C
4NXM,2012-11-14,4DR1
4NXN,2012-11-14,4DR1
4NYA,2006-07-04,2GDI
4NYB,2006-09-19,2HOJ
4NYC,2006-09-19,2HOJ
4NYD,2006-09-19,2HOJ
4NYG,2006-09-19,2HOJ
4O26,2014-05-07,4O26
4O41,2014-07-09,4O41
4O8J,2014-09-10,4O8J
4OAU,2002-11-27,1LAJ
4OAV,2014-03-12,4OAV
4OE1,2013-10-30,4M59
4OHY,2002-12-25,1N38
4OHZ,2014-05-14,4OHZ
4OI0,2002-12-25,1N38
4OI1,2002-12-25,1N38
4OJI,2014-07-23,4OJI
4OL8,2014-03-05,4OL8
4OLA,2014-02-05,4OLA
4OLB,2014-02-05,4OLA
4OO1,2014-07-02,4OO1
4OO8,2014-02-26,4OO8
4OOG,2014-04-16,4OOG
4OQ8,1998-04-29,1A34
4OQ9,1998-04-29,1A34
4OQU,2014-06-04,4OQU
4OX9,2000-09-25,1FJG
4P20,2003-04-08,1LC4
4P3E,2014-04-16,4P3E
4P3S,2016-05-04,4P3S
4P3T,2016-05-04,4P3S
4P3U,2016-05-04,4P3U
4P43,2016-05-04,4P3U
4P5J,2014-06-04,4P5J
4P6F,2000-09-25,1FJG
4P70,2000-09-25,1FJG
4P8Z,2014-05-28,4P8Z
4P97,2015-03-04,4P97
4P9R,2014-05-28,4P9R
4PCJ,2012-10-17,4FNJ
4PCO,2015-10-14,4PCO
4PDB,2014-09-03,4PDB
4PDQ,2013-04-03,4GPY
4PEH,2014-08-27,4PEH
4PEI,1999-03-25,1B2M
4PHY,2015-02-18,4PHY
4PJO,2014-12-31,4PJO
4PKD,2014-12-31,4PKD
4PLX,2014-06-25,4PLX
4PMI,2014-12-24,4PMI
4PMW,2006-08-30,2J0Q
4PQU,2014-06-18,4PQU
4PQV,2014-04-30,4PQV
4PR6,2014-10-29,4PR6
4PRF,2004-05-18,1SJ3
4PUO,2014-06-18,4PQU
4PWD,2014-06-18,4PWD
4PY5,2007-11-13,2QK9
4Q0B,2014-06-18,4Q0B
4Q5S,2004-06-01,1T2R
4Q5V,2014-11-26,4Q5V
4Q9Q,2014-06-18,4KZD
4Q9R,2014-06-18,4KZD
4QEI,2014-05-21,4KR2
4QG3,2012-08-08,3U4M
4QI2,2014-07-16,4QI2
4QIK,2014-07-16,4QI2
4QIL,2014-07-16,4QIL
4QJD,2014-09-03,4QJD
4QJH,2014-09-03,4QJH
4QK8,2014-08-06,4QK8
4QK9,2014-08-06,4QK9
4QKA,2014-08-06,4QK8
4QLM,2014-08-13,4QLM
4QLN,2014-08-13,4QLM
4QM6,2014-10-08,4QM6
4QOZ,2013-07-10,4L8R
4QPX,2008-01-08,3BSN
4QQB,2014-09-03,4QQB
4QU6,2014-08-13,4QU6
4QU7,2010-06-09,2KFY
4QVC,2015-05-27,4QVC
4QVD,2015-05-27,4QVD
4QVI,2012-08-08,3U4M
4QYZ,2014-09-03,4QYZ
4R0D,2014-10-01,4R0D
4R3I,2014-09-17,4R3I
4R4P,2015-09-30,4R4P
4R4V,2015-09-30,4R4V
4R8I,2015-04-29,4R8I
4RBQ,2015-11-11,4RBQ
4RBY,2015-09-16,4RBY
4RBZ,2015-09-16,4RBZ
4RC0,2015-09-16,4RC0
4RCJ,2014-09-17,4R3I
4RCM,2014-11-19,4RCM
4RDX,2015-03-25,4RDX
4RGE,2014-12-03,4RGE
4RGF,2014-12-03,4RGE
4RJ1,1994-01-31,1RAU
4RKV,1994-01-31,1RAU
4RMO,2015-09-30,4RMO
4RNE,1994-01-31,1RAU
4RQE,2015-11-04,4RQE
4RQF,2015-11-04,4RQE
4RUM,2015-04-08,4RUM
4RWN,2015-03-25,4S3N
4RWO,2015-03-25,4S3N
4RWP,2015-03-25,4S3N
4RZD,2015-07-01,4RZD
4S20,2015-02-04,4S20
4S2X,2015-02-11,4S2X
4S2Y,2015-02-11,4S2X
4S3N,2015-03-25,4S3N
4TNA,1978-04-12,4TNA
4TRA,1978-04-12,4TNA
4TS0,2014-07-23,4TS0
4TS2,2014-07-23,4TS0
4TU0,2014-07-09,4TU0
4TUA,2000-09-25,1FJG
4TUB,2000-09-25,1FJG
4TUC,2000-09-25,1FJG
4TUD,2000-09-25,1FJG
4TUE,2000-09-25,1FJG
4TUW,2002-03-20,1JU7
4TUX,2002-03-20,1JU7
4TV0,2002-03-20,1JU7
4TVX,2014-08-13,4TVX
4TYW,2012-09-12,3QSU
4TYY,1998-04-29,1A34
4TZ0,2012-09-12,3QSU
4TZ6,2012-09-12,3QSU
4TZP,2013-07-31,4LCK
4TZV,2013-07-31,4LCK
4TZW,2013-07-31,4LCK
4TZX,2014-09-10,4TZX
4TZY,2014-09-10,4TZX
4TZZ,2013-07-31,4LCK
4U1U,2000-04-10,1C2X
4U1V,2000-04-10,1C2X
4U20,2000-04-10,1C2X
4U24,2000-04-10,1C2X
4U25,2000-04-10,1C2X
4U26,2000-04-10,1C2X
4U27,2000-04-10,1C2X
4U34,1999-06-14,434D
4U35,1999-06-14,434D
4U37,1999-06-14,434D
4U38,1999-06-14,434D
4U3L,2015-07-29,4U3L
4U3M,2000-09-04,1FKA
4U3N,2000-09-04,1FKA
4U3O,2015-07-29,4U3L
4U3P,2015-07-29,4U3L
4U3R,2015-07-29,4U3L
4U3U,2000-09-04,1FKA
4U47,2015-07-29,4U3L
4U4N,2000-09-04,1FKA
4U4O,2000-09-04,1FKA
4U4Q,2000-09-04,1FKA
4U4R,2000-09-04,1FKA
4U4U,2000-09-04,1FKA
4U4Y,2000-09-04,1FKA
4U4Z,2000-09-04,1FKA
4U50,2000-09-04,1FKA
4U51,2000-09-04,1FKA
4U52,2000-09-04,1FKA
4U53,2000-09-04,1FKA
4U55,2000-09-04,1FKA
4U56,2000-09-04,1FKA
4U67,2001-10-26,1JZX
4U6F,2000-09-04,1FKA
4U6K,2000-05-15,479D
4U6L,2000-05-15,479D
4U6M,2000-05-15,479D
4U78,2015-07-29,4U3L
4U7U,2014-08-27,4U7U
4U8T,2014-09-10,4U8T
4UDV,1989-01-09,2TMV
4UE4,2015-09-09,4UE4
4UE5,2015-09-09,4UE5
4UER,2015-02-11,4UER
4UFT,1999-04-26,2A8V
4UG0,2013-07-24,4KZZ
4UJC,2008-10-21,3BBV
4UJD,2008-10-21,3BBV
4UJE,2008-10-21,3BBV
4UN3,2014-07-23,4UN3
4UN4,2014-07-23,4UN3
4UN5,2014-07-23,4UN3
4UY8,2000-04-10,1C2X
4UYJ,2014-11-05,4UYJ
4UYK,2014-11-05,4UYK
4V19,2002-02-22,1KQS
4V1M,2011-12-07,4A3D
4V1N,2012-11-14,4BBS
4V1O,2012-11-14,4BBS
4V2S,2015-01-14,4V2S
4V3P,1987-11-06,2TRA
4V42,1978-04-12,4TNA
4V47,2000-04-10,1C2X
4V48,1978-04-12,4TNA
4V49,1978-04-12,4TNA
4V4A,2003-02-11,1NKW
4V4B,2000-08-14,1FFK
4V4F,2014-07-09,4V4F
4V4G,2014-07-09,4V4G
4V4H,2000-04-10,1C2X
4V4I,2002-11-29,1N32
4V4J,1999-07-29,2FMT
4V4N,2014-07-09,4V4N
4V4P,1978-04-12,4TNA
4V4Q,2000-04-10,1C2X
4V4R,1978-04-12,4TNA
4V4S,1978-04-12,4TNA
4V4T,1978-04-12,4TNA
4V4V,1978-04-12,4TNA
4V4W,1978-04-12,4TNA
4V4X,2000-09-25,1FJG
4V4Y,2000-09-25,1FJG
4V4Z,2000-09-25,1FJG
4V50,2000-04-10,1C2X
4V51,2000-09-25,1FJG
4V52,2000-04-10,1C2X
4V53,2000-04-10,1C2X
4V54,2000-04-10,1C2X
4V55,2000-04-10,1C2X
4V56,2000-04-10,1C2X
4V57,2000-04-10,1C2X
4V5A,2000-09-25,1FJG
4V5B,2000-04-10,1C2X
4V5C,2000-09-25,1FJG
4V5D,2000-09-25,1FJG
4V5E,2000-09-25,1FJG
4V5F,2000-09-04,1FKA
4V5G,2000-09-04,1FKA
4V5H,2000-04-10,1C2X
4V5J,2000-09-25,1FJG
4V5K,2000-09-25,1FJG
4V5L,2000-09-25,1FJG
4V5M,2000-09-25,1FJG
4V5N,2000-09-25,1FJG
4V5O,2013-07-17,4BTS
4V5P,2000-09-04,1FKA
4V5Q,2000-09-04,1FKA
4V5R,2000-09-04,1FKA
4V5S,2000-09-04,1FKA
4V5V,2012-01-25,2YHM
4V5Y,2000-04-10,1C2X
4V5Z,2014-07-09,4V5Z
4V61,2014-07-09,4V61
4V63,2002-11-29,1N32
4V64,2000-04-10,1C2X
4V65,1978-04-12,4TNA
4V66,1978-04-12,4TNA
4V67,2002-11-29,1N32
4V68,1999-10-04,486D
4V69,1978-04-12,4TNA
4V6A,2000-09-25,1FJG
4V6C,2000-04-10,1C2X
4V6D,2000-04-10,1C2X
4V6E,2000-04-10,1C2X
4V6F,2000-09-25,1FJG
4V6G,2002-11-29,1N32
4V6I,1987-11-06,2TRA
4V6K,2000-04-10,1C2X
4V6L,2000-04-10,1C2X
4V6M,2000-04-10,1C2X
4V6N,1999-07-29,2FMT
4V6O,1999-07-29,2FMT
4V6P,1999-07-29,2FMT
4V6Q,1999-07-29,2FMT
4V6R,1999-07-29,2FMT
4V6S,1999-07-29,2FMT
4V6T,2000-04-10,1C2X
4V6U,2013-12-18,4CE4
4V6V,1999-07-29,2FMT
4V6W,2014-07-09,4V6W
4V6X,2013-07-24,4KZZ
4V6Y,2000-04-10,1C2X
4V6Z,2000-04-10,1C2X
4V70,2000-04-10,1C2X
4V71,2000-04-10,1C2X
4V72,2000-04-10,1C2X
4V73,2000-04-10,1C2X
4V74,2000-04-10,1C2X
4V75,2000-04-10,1C2X
4V76,2000-04-10,1C2X
4V77,2000-04-10,1C2X
4V78,2000-04-10,1C2X
4V79,2000-04-10,1C2X
4V7A,2000-04-10,1C2X
4V7B,2000-04-10,1C2X
4V7C,2000-04-10,1C2X
4V7D,2000-04-10,1C2X
4V7E,1987-11-06,2TRA
4V7F,2014-06-11,3J6X
4V7H,1978-04-12,4TNA
4V7I,2000-04-10,1C2X
4V7J,2000-09-25,1FJG
4V7K,2000-09-25,1FJG
4V7L,1992-02-24,1GSG
4V7M,1992-02-24,1GSG
4V7P,2002-11-29,1N32
4V7R,1999-08-31,1QD7
4V7S,2000-04-10,1C2X
4V7T,2000-04-10,1C2X
4V7U,2000-04-10,1C2X
4V7V,2000-04-10,1C2X
4V7W,2000-09-25,1FJG
4V7X,2000-09-25,1FJG
4V7Y,2000-09-25,1FJG
4V7Z,2000-09-25,1FJG
4V83,2002-11-29,1N32
4V84,2002-11-29,1N32
4V85,2000-04-10,1C2X
4V87,2000-09-25,1FJG
4V88,2014-06-11,3J6X
4V89,2000-04-10,1C2X
4V8A,2014-07-09,4V8A
4V8B,2000-09-25,1FJG
4V8C,2000-09-25,1FJG
4V8D,2000-09-25,1FJG
4V8E,2000-09-25,1FJG
4V8F,2000-09-25,1FJG
4V8G,2000-09-25,1FJG
4V8H,2000-09-25,1FJG
4V8I,2000-09-25,1FJG
4V8J,2008-08-19,3DEG
4V8M,2008-10-21,3BBV
4V8N,2000-09-04,1FKA
4V8O,2000-09-25,1FJG
4V8P,2014-07-09,4V5E
4V8Q,2002-11-29,1N32
4V8T,2014-06-11,3J6X
4V8U,2000-09-04,1FKA
4V8X,2000-09-25,1FJG
4V8Y,2000-09-04,1FKA
4V8Z,2000-09-04,1FKA
4V90,2000-09-04,1FKA
4V91,2014-06-11,3J6X
4V92,2014-07-09,4V92
4V95,2000-09-25,1FJG
4V97,2008-08-19,3DEG
4V99,2014-07-09,4V99
4V9A,2000-09-25,1FJG
4V9B,2000-09-25,1FJG
4V9C,2000-04-10,1C2X
4V9D,2000-04-10,1C2X
4V9E,2012-11-07,4H5O
4V9F,2000-09-04,1FKA
4V9H,2000-09-25,1FJG
4V9I,2000-09-25,1FJG
4V9J,2000-09-04,1FKA
4V9K,2000-09-04,1FKA
4V9L,2000-09-04,1FKA
4V9M,2000-09-04,1FKA
4V9N,2002-11-29,1N32
4V9O,2000-04-10,1C2X
4V9P,2000-04-10,1C2X
4V9Q,2002-11-29,1N32
4V9R,2000-09-25,1FJG
4V9S,2000-09-25,1FJG
4W29,2000-09-04,1FKA
4W2E,2000-09-25,1FJG
4W2F,2000-09-25,1FJG
4W2G,2000-09-25,1FJG
4W2H,2000-09-25,1FJG
4W2I,2000-09-25,1FJG
4W4G,2000-09-25,1FJG
4W5N,2014-11-12,4W5N
4W5O,2014-11-12,4W5N
4W5Q,2014-11-12,4W5N
4W5R,2014-11-12,4W5N
4W5T,2014-11-12,4W5N
4W90,2014-10-15,4W90
4W92,2014-10-15,4W90
4WAL,2001-11-07,1K1G
4WAN,2001-11-07,1K1G
4WC2,2004-08-10,1VFG
4WC3,2004-08-10,1VFG
4WC4,2004-08-10,1VFG
4WC5,2004-08-10,1VFG
4WC6,2004-08-10,1VFG
4WC7,2004-08-10,1VFG
4WCE,2015-10-21,4WCE
4WF1,2000-04-10,1C2X
4WF9,2015-10-21,4WCE
4WFA,2015-10-21,4WCE
4WFB,2015-10-21,4WCE
4WFL,2014-10-15,4WFL
4WFM,2014-10-15,4WFM
4WFN,2001-10-26,1JZX
4WJ3,2014-12-31,4WJ3
4WJ4,2014-12-31,4WJ3
4WKJ,2005-07-12,1ZBI
4WKR,2015-03-18,4WKR
4WOI,2000-04-10,1C2X
4WPO,2000-09-25,1FJG
4WQ1,2000-09-25,1FJG
4WQF,2000-09-25,1FJG
4WQR,2000-09-25,1FJG
4WQS,2015-02-18,4WQS
4WQU,2000-09-25,1FJG
4WQY,2000-09-25,1FJG
4WR6,2000-09-25,1FJG
4WRA,2000-09-25,1FJG
4WRO,2000-09-25,1FJG
4WRT,2014-11-19,4WRT
4WSA,2014-11-19,4WRT
4WSB,2014-11-19,4WRT
4WSD,2002-11-29,1N32
4WSM,2000-09-25,1FJG
4WT1,2002-11-29,1N32
4WT8,2000-09-25,1FJG
4WTA,2015-02-11,4WTA
4WTC,2015-02-11,4WTC
4WTD,2015-02-11,4WTD
4WTE,2015-02-11,4WTE
4WTF,2015-02-11,4WTA
4WTG,2015-02-11,4WTA
4WTI,2002-02-22,1KQS
4WTJ,2011-10-12,3U2E
4WTK,2011-10-12,3U2E
4WTL,2011-10-12,3U2E
4WTM,2002-02-22,1KQS
4WU1,2000-09-25,1FJG
4WWW,2000-04-10,1C2X
4WZD,2002-11-29,1N32
4WZJ,2015-01-14,4WZJ
4WZM,2007-06-26,2EC0
4WZO,2000-09-25,1FJG
4WZQ,2007-06-26,2EC0
4X0A,2015-04-15,4X0A
4X0B,2015-04-15,4X0B
4X2B,2007-06-26,2E9R
4X4N,2015-02-11,4X4N
4X4O,2015-02-11,4X4N
4X4P,2015-02-11,4X4P
4X4Q,2015-02-11,4X4P
4X4R,2015-02-11,4X4N
4X4S,2015-02-11,4X4P
4X4T,2011-10-12,3U2E
4X4U,2011-10-12,3U2E
4X4V,2015-02-11,4X4U
4X62,2004-12-14,1XMO
4X64,2004-12-14,1XMO
4X65,2004-12-14,1XMO
4X66,2004-12-14,1XMO
4X67,2015-02-04,4X67
4X6A,2015-02-04,4X6A
4X9E,1999-04-26,2A8V
4XBF,2016-04-27,4XBF
4XCO,2007-09-04,2V3C
4XEJ,2002-11-29,1N32
4XJN,2015-03-18,4XJN
4XK0,1994-01-31,1RAU
4XLN,2015-09-23,4XLN
4XLR,2015-09-23,4XLN
4XNR,2014-09-10,4TZX
4XW0,2016-01-13,4XW0
4XW1,2016-01-13,4XW0
4XW7,2015-09-09,4XW7
4XWF,2015-09-09,4XW7
4XWW,2000-10-30,1DDL
4Y1I,2015-04-08,4Y1I
4Y1J,2015-04-08,4Y1J
4Y1M,2015-04-08,4Y1M
4Y1N,2015-10-14,4Y1N
4Y1O,2015-10-14,4Y1N
4Y27,1999-08-31,1QD7
4Y4O,2000-09-25,1FJG
4Y4P,2000-09-25,1FJG
4Y52,2015-07-15,4Y52
4Y7N,2015-07-15,4Y52
4Y91,2002-11-29,1N32
4YAZ,2015-04-15,4YAZ
4YB0,2015-04-15,4YAZ
4YB1,2015-04-15,4YB1
4YBB,2000-04-10,1C2X
4YCO,2010-03-16,3L0U
4YCP,2014-07-09,4V6N
4YHH,2000-09-25,1FJG
4YHW,2015-07-22,4YHW
4YLN,2015-04-22,4YLN
4YLO,2015-04-22,4YLN
4YLP,2015-04-22,4YLP
4YN6,2013-02-20,4J50
4YOE,2015-06-10,4YOE
4YPB,2000-09-25,1FJG
4YVI,2010-09-29,3AKZ
4YVJ,2015-07-15,4YVJ
4YVK,2015-07-15,4YVK
4YY3,2000-09-25,1FJG
4YYE,2016-01-06,4YYE
4YZV,2000-09-25,1FJG
4Z0C,2015-10-07,4Z0C
4Z31,2015-10-14,4Z31
4Z3S,2000-09-25,1FJG
4Z4C,2014-11-12,4W5N
4Z4D,2014-11-12,4W5N
4Z4E,2014-11-12,4W5N
4Z4F,2014-11-12,4W5N
4Z4G,2014-11-12,4W5N
4Z4H,2014-11-12,4W5N
4Z4I,2014-11-12,4W5N
4Z7L,2016-04-13,4Z7L
4Z8C,2000-09-25,1FJG
4Z92,2015-11-18,4Z92
4ZC7,2015-08-26,4ZC7
4ZDO,2009-08-11,3A3A
4ZDP,2009-08-11,3A3A
4ZER,2000-09-25,1FJG
4ZLD,2015-08-19,4ZLD
4ZLR,2015-11-11,4ZLR
4ZNP,2015-08-26,4ZNP
4ZSN,2000-09-25,1FJG
4ZT0,2015-07-08,4ZT0
4ZT9,2015-07-08,4ZT0
5A0T,2015-08-19,5A0T
5A0V,2015-08-19,5A0T
